,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Taelan Fordring,0.013976746,-0.27083918,0.13908315,0.44039083,0.29355565,0.17563513,0.90439075,0.356409,-0.019686038,0.40664965,0.053022582,-0.27141413,0.51675385,0.20067655,-0.11656122,-0.17608252
The Purator,-0.47613344,-1.1361732,-0.4240959,-0.3571469,0.58647287,2.5967836,1.3944385,-0.5371346,-0.36012954,-0.6928702,-1.2775271,0.4546055,0.59782463,-0.07179727,-0.11644216,0.41864005
Animate Dead,-0.42322856,-0.77896446,-0.1918519,-0.17345496,0.5953404,0.40541416,1.2806818,1.1634121,-0.18260257,-0.9128394,0.14926536,-1.1354674,-0.4678149,-0.1533042,-0.20125353,0.5373871
Blizzard,0.11912983,-0.4650385,0.5049532,0.9237683,0.52914524,0.8248031,0.18435074,0.34562784,-0.4134794,0.8122237,-0.35786158,-0.67102396,0.07417194,-0.7401425,-0.12980871,-0.4862495
Fire Sale,0.45826286,-0.5594798,0.5150655,0.9705568,0.5706632,0.7578942,0.18316644,0.19107294,-0.4411593,0.6681554,-0.44418764,-1.0369649,-0.05157802,-0.628269,-0.038441986,-0.6317213
Voidtouched Attendant,-0.57274693,-0.63081414,-0.21926531,-0.34891927,0.47218105,0.56338,1.3408803,0.7802885,0.17667383,-0.9182689,0.30472064,-1.4619211,-0.42887533,-0.40106735,-0.1507872,0.37882817
Void Shard,-0.51918435,-0.52469087,-0.18446842,-0.19851333,0.22176278,0.504326,1.2582586,0.85913885,0.058641154,-0.62071145,0.027479699,-1.2772933,-0.27477717,-0.10259877,-0.10934981,0.46012756
Identity Theft,-0.24389735,-0.54218525,0.037082378,0.11193958,0.5160941,-0.024052592,1.2067955,1.0125299,-0.24969135,-0.20312257,-0.4473603,-0.7674914,-0.0677302,0.28091097,-0.41604328,0.11317354
"""Rivendare Warrider""",0.46519664,-0.02022454,0.03014348,0.26966065,0.19938438,-0.27172315,1.179377,0.26087698,-0.44888008,-0.112263486,0.07889625,0.102967985,0.20348035,-0.48256183,0.19787332,0.10670865
Murloc Tidehunter,-0.030927133,0.30199882,0.8156128,-0.15742606,0.19443691,1.1039051,1.683573,-1.0261494,0.050942063,0.6132089,0.07172655,-0.6908302,-0.51837385,-0.03607635,0.84169155,0.9690392
Ghastly Gravedigger,-0.78710055,-0.8219854,0.68315285,0.50195724,0.71761054,-0.2930166,0.54613614,-0.49699226,-0.033200216,-0.55951494,-0.96911985,-0.46507183,0.2605902,-0.58974314,0.29128784,-0.11503084
Northwatch Commander,-0.025824202,-1.0623902,-0.56762224,-0.16852205,0.66102064,2.0524197,1.0410478,-0.55626345,-0.1608414,-0.19806486,-1.1750375,0.15286706,0.13268541,0.3461832,0.12792468,0.4868035
Cannibalize,-0.27784312,-0.4491871,0.09916385,-0.04331423,0.62370896,-0.16552497,1.1689839,0.95284843,-0.3310789,-0.12623273,-0.54525733,-0.92637527,-0.08390607,0.15063994,-0.42437732,0.1164626
Suspicious Pirate,-0.5819516,-0.13035652,-0.07897466,0.21659823,1.9715914,0.7126607,1.3283045,-0.69582415,-0.42805877,-0.16226995,0.6179166,0.32637158,0.0692071,0.14478308,0.9128248,-0.03371241
Crazed Alchemist,-0.01146561,-0.5327556,0.15096967,-0.44478652,0.28732246,0.07565819,1.2231425,-0.20160033,0.10144886,0.6437782,0.66302305,0.07186685,0.1650909,-0.1784859,0.38503426,0.08755968
Rainbow Glowscale,0.38209045,-1.3988186,0.23597732,-0.10004034,0.052052103,0.09968323,0.4448982,-0.18636571,-0.25744227,-0.57685786,0.707686,0.12115636,0.5677684,-0.7865965,-0.3941467,0.30003008
Elise Starseeker,-0.09637113,-0.4619062,0.39907163,0.19611669,0.19568212,-0.08598366,1.0652057,0.3012254,-0.43606374,0.33320943,0.28797007,-0.097079515,0.53350246,0.28361902,-0.05835128,-0.200657
Prospector's Caravan,0.2562299,-0.79101896,-0.6955164,0.020639786,0.78400314,0.038511872,0.26570395,-0.4435093,-0.4107165,0.33203962,-0.009129178,-0.772418,1.5173503,-0.30292267,-0.37811655,0.8527299
Construct Quarter,-0.110834375,-0.20634057,0.32797462,0.3592547,0.4271502,0.18221162,1.052602,-0.16993564,0.3351168,0.11196312,0.4253131,-0.06621642,0.41818175,-0.6880061,-0.67045635,0.08422053
Kindling Elemental,0.53459793,0.01613164,0.7389882,0.36398324,1.0581554,0.9936697,1.422168,-1.0540055,0.2528958,0.21337257,-0.09223915,-0.39408594,-0.7850219,0.18555464,0.73419774,0.9486232
Whirling Combatant,-0.25444904,-1.1490028,0.37863433,-0.76890236,1.5670533,0.31828633,0.94912845,-0.6591663,-0.71227306,1.3702441,0.825875,-0.36617646,-0.1551589,-0.08841937,0.5662318,-0.025726546
Clean the Scene,-0.44584122,-0.4018771,0.13273685,-0.022138461,0.6012374,-0.16524765,1.1941724,0.93790805,-0.33628207,-0.07702809,-0.5777283,-0.8441592,-0.025531113,0.14418286,-0.41844353,0.05676021
Primordial Wave,1.4311082,-0.034224607,0.86513555,0.9847394,0.6501748,0.43160594,0.9230656,-0.06078983,0.078076676,0.17963922,-0.5845909,-0.37860066,-0.25249916,-0.09414608,0.51468736,1.2647848
Concoctor,-1.2169497,-0.50544226,0.6808092,0.70994157,0.7280112,-0.011324534,0.45513013,-0.20441173,-0.05396956,-0.52144027,-0.82693195,-0.2436389,0.3048429,-0.8589674,0.5289418,0.4305907
Contraband Stash,-0.7730832,-0.80368006,0.746057,0.66157293,0.6483289,-0.3392548,0.56652397,-0.47765654,-0.024607057,-0.49752545,-0.8398171,-0.5124881,0.27781844,-0.6731599,0.33806393,0.009829454
Tear Reality,0.16456299,-0.60217583,0.4888491,1.021046,0.61711967,0.75941664,0.23782529,0.09182779,-0.3934706,0.6399165,-0.31397933,-1.0006841,-0.0075364984,-0.6685948,-0.15662311,-0.7454104
"""Remornia Living Blade""",0.06741693,-0.8253335,0.2698711,-0.47799852,1.899184,-0.27926356,1.1098319,-0.28185138,-0.7245599,0.7765115,0.50002545,0.38736814,-0.019924961,-0.0062735523,0.14344235,-0.22914048
Hedge Maze,0.59138095,-0.70827746,0.6610661,-0.32204828,0.16094321,0.13692792,0.673943,0.6135097,-0.56652516,-0.4789283,0.09041798,0.04360012,0.8851759,-0.1879862,0.64595467,0.17095573
Mysterious Visitor,-0.18945248,-0.36686537,-0.17909156,-0.13386221,0.44457135,-0.008021569,1.291915,1.0309733,-0.13191666,-0.16954109,-0.4850772,-0.48088434,-0.032197062,0.04069952,-0.4847709,0.2719118
Faceless Manipulator,0.4266455,-0.59123945,-0.30026585,0.26095447,-0.4311795,-0.2895863,0.9912684,0.3408583,-0.3833137,0.09387085,-0.17897968,-0.21328354,0.5724589,-0.23076735,0.2415478,0.075309165
Runed Mithril Rod,0.53363246,0.49637678,0.019349162,0.24472596,-0.3359049,0.20440494,1.5696182,0.077774346,-1.5371578,-0.520805,-0.32096112,-0.69055253,0.21272124,-1.517583,0.49280673,0.54046345
Grommash Hellscream,-0.43628106,-1.0759643,0.397066,-0.76820225,1.8356076,0.4457736,1.0441254,-0.93901265,-0.65258765,0.89791983,1.1637725,-0.13035175,-0.3553645,-0.4059363,0.67991096,0.18313566
Barbaric Sorceress,0.13149497,-0.01681342,0.72956586,0.7544416,0.8680713,0.8899848,0.07073025,0.77232546,-0.28996837,0.65713114,-0.12322681,-0.16678232,0.027246201,-0.9285646,0.15164764,0.5463428
Siphon Mana,0.43305656,-0.65994006,0.5273802,0.98711354,0.6899259,0.88084424,0.11998973,0.1089257,-0.6108202,0.7501759,-0.4977017,-1.1873882,-0.14257187,-0.7099435,-0.07307319,-0.70009106
Famished Fool,0.0377222,0.08552274,0.38526726,0.27669954,0.48833385,0.248958,1.0623814,-0.26717636,0.4825521,0.19722107,0.34171668,-0.3271849,0.5047225,-0.3957545,-0.38833645,0.12012453
Shambling Chow,0.9403946,-1.654658,-0.79324216,-0.6893381,1.0026795,0.3309233,0.6389187,-0.43655202,0.922288,0.51703787,-0.38244483,-0.32942262,0.33925718,-1.3409007,0.8703317,0.14097652
Silvermoon Farstrider,0.5450419,-0.84150296,-1.0453985,0.3563913,0.85410583,0.09299189,0.12421692,-0.77826124,-0.1943992,0.11683369,-0.22989231,-0.89096755,0.86296886,-1.0280988,-0.5255022,0.79408413
Aldrachi Warblades,1.0456595,-0.8838855,-0.76333374,-0.3193328,0.4731904,0.1769326,1.1220595,0.27150422,0.796528,0.4510882,-0.696876,-0.20613487,0.0118507575,-1.5929463,0.438088,0.16279057
Ram Commander,0.20309749,0.14087373,0.4763339,0.26887155,0.5523103,0.29932806,1.0243337,-0.4142271,0.4384686,0.58742934,0.15244526,-0.28578153,0.4715853,0.0022173617,-0.307591,0.24277107
Shadehound,-0.23931436,-0.1567971,-0.6328087,-0.13269538,0.6819765,0.5040582,0.513541,-0.7554333,-0.35316858,0.5189533,-0.2935763,-1.2528976,1.5670382,0.120424695,-0.2676702,0.9180041
Swordfish,-1.2132119,-0.38023067,0.16742527,0.7092115,0.941386,-0.015070368,0.98286307,-0.6428249,0.16265199,-0.9896482,-0.1132894,-0.1957846,0.5172474,-0.14090502,0.8806514,0.23673493
Twilight Deceptor,-0.5590799,-0.8479336,-0.035151873,-0.48134556,0.5479655,0.28362495,1.4205595,0.91900676,0.3835207,-0.5339294,0.45916346,-1.466451,-0.42238048,-0.3579185,-0.17754492,0.41069475
Shadowcrafter Scabbs,-0.7988833,-0.72083753,0.7586118,0.58338785,0.7756865,-0.3187539,0.5693931,-0.45984182,0.02026814,-0.5119859,-0.78199047,-0.45361245,0.2989701,-0.58204186,0.40752864,0.050662354
Potionmaster Putricide,-0.9428235,-0.73581207,0.73981214,0.68843186,0.850063,-0.26769695,0.492886,-0.34039003,-0.07175611,-0.5462216,-0.8020974,-0.4770662,0.25935742,-0.6717337,0.40307397,0.07438386
Gorloc Ravager,0.43523574,0.5650071,1.1821448,0.28052828,0.9031043,0.959785,1.4156574,-1.1313293,-0.33192974,-0.054173656,0.13825345,-0.72858095,-0.59795535,0.0771508,0.25350186,0.8745881
"""Orion Mansion Manager""",-0.042187784,-0.81576043,0.39284953,1.1932282,0.5271195,0.51588404,0.11268009,0.12790948,-1.2417895,0.65117186,-0.8075131,-0.7549176,0.112105474,-0.83112156,-0.7999715,-0.6769835
Ozumat,0.16321889,-0.49805328,-0.55441505,-0.57272273,1.1775165,-0.34632286,0.80110604,-0.25085473,-0.92470306,0.034781963,0.17263003,0.32264453,0.42360687,-0.4453072,0.74849117,-0.26209912
Azsharan Sweeper,-0.091000594,0.06308549,-0.7489394,0.43262452,0.40258935,1.5361176,0.9409914,-0.1952577,-0.6372816,1.2239515,-0.10164113,-1.306383,0.46259066,0.68719274,0.29017505,-0.5225656
Reckless Apprentice,-0.046181053,-0.290942,0.5131477,0.78128195,0.72971416,0.9098065,0.052042674,0.5252208,-0.49190825,0.6567385,-0.17372784,-0.5275989,0.13556957,-1.0081615,-0.05804038,-0.15496379
Alliance Bannerman,-0.49993944,-1.0136497,-0.3852818,-0.104441,0.6380109,2.2691104,1.2397699,-0.49296844,-0.20167959,-0.40919158,-1.0478913,0.46040073,0.49869934,0.1493907,-0.12750883,0.19780926
Azsharan Scavenger,-0.18666579,0.8991248,0.78943163,-0.16809332,0.6498181,1.3202213,1.5733001,-1.1999725,-0.8812307,-0.073676996,0.07011289,-0.7768846,-0.5626805,-0.21693209,0.50624806,0.38865712
"""Aegwynn the Guardian""",-0.009752296,-0.7707319,0.14703268,0.54494315,0.5562916,0.8731907,0.11547542,0.062136184,-0.30354026,0.69693774,0.059233844,-1.1805477,0.028909368,-1.0832462,0.10007382,-0.76485205
Undying Disciple,-0.40758273,-0.4330415,0.0059968657,-0.112676494,0.4887701,-0.11100929,1.1811616,0.92271173,-0.26180953,-0.01967537,-0.535421,-0.8532437,-0.09185169,0.070579104,-0.36521894,0.17859203
Captain Galvangar,-0.2580866,-0.37904435,0.15639272,-0.37735417,1.8918462,0.017107768,1.2017072,-0.18247859,-0.8321424,0.30217198,0.39420268,0.57645595,-0.030307915,-0.17241468,0.6218868,-0.4047957
Deathwing the Destroyer,0.5162775,-0.53315544,0.18955578,-0.009401899,0.39423317,0.02663862,0.9302774,0.6972369,-0.31919238,-0.43086028,0.41795865,0.2504683,0.96785605,0.109483115,0.75038606,0.18987215
Suffocating Shadows,0.6975229,0.22971812,0.21528766,0.20341693,-0.27090332,-0.22313239,1.6926315,0.1371948,-1.4332216,-0.31067872,-0.46251357,-0.61230135,0.20810884,-1.2967365,0.6972298,0.94483656
Ghostly Strike,-0.81191283,-0.6502153,0.5144627,0.8040889,0.45325732,-0.1790758,0.60225844,0.1101444,0.05161338,-0.36019298,-1.0500954,0.06068923,0.368058,-0.88354915,1.0662171,0.4973021
Bonelord Frostwhisper,-0.00044858872,-0.7956073,0.53440154,1.3628682,0.08423941,-0.14194383,0.66449064,-0.2394862,0.09918705,-0.03447743,-0.6742722,0.25674015,0.23406464,-0.8915673,1.0904852,0.22093722
Cone of Cold,0.16090392,-0.55031484,0.6611057,1.0815086,0.421722,0.7652527,0.26978004,0.2230257,-0.584499,1.0439457,-0.8265383,-0.8768109,-0.001367446,-0.59436417,-0.23058246,-0.68937665
Twisted Tether,0.9284928,-0.18639635,0.16542998,0.31854385,-0.07335815,-0.53063107,1.7549521,0.0071258834,-1.2291081,0.009839434,-0.1053883,-0.12520038,0.08918051,-1.0481712,0.7735335,0.87646383
Man the Cannons,-0.51896936,-0.35308993,-0.10246478,-0.4033596,1.7184182,0.13755679,1.2057207,-0.65197754,-0.79671717,0.21094196,0.7318945,0.16607128,-0.019454766,0.06324154,0.9242987,0.17567135
Backstab,-0.62785095,-0.58198106,0.7039178,0.98568827,0.043704107,-0.108000346,0.8680032,0.025037853,-0.04560063,-0.6401806,-0.8693424,0.1458556,0.4822391,-0.72438556,1.1957599,0.4047761
Gear Grubber,0.11919355,-0.1816865,-0.055092767,-0.15652257,0.057805646,0.004404687,1.1279519,0.12621903,-0.2118063,0.52045923,-0.0056840894,-0.17102312,0.8630767,0.1501774,-0.079517975,0.26419574
Tracking,0.19298445,-0.7410936,-0.6707377,0.2047158,1.1650913,0.0884925,0.028606879,-0.57368326,-0.64686334,-0.043459665,-0.009453977,-0.8850811,1.0993652,-0.5977055,-0.3914941,0.76064575
Siphon Soul,0.4577801,0.04055454,0.39852506,0.043837212,-0.35608625,-0.07339632,1.6031892,-0.09959218,-1.4791181,0.40768036,-0.45894483,-0.4241133,-0.11579909,-0.92396045,0.04493667,0.8513028
Arcane Quiver,0.5619792,-0.72054476,-0.6952407,0.6114337,1.1691982,0.068249434,0.051769912,-0.64706606,-0.7177752,-0.28063157,-0.24935636,-0.9610765,0.9170644,-0.6853354,-0.7721344,0.6633656
Lyra the Sunshard,0.06823783,-0.48520118,-0.07197257,0.36920378,0.5010352,-0.045934264,0.99427557,1.023292,-0.059413794,-0.027096516,-0.51143616,-0.5894806,-0.014035786,0.2170253,-0.23756091,0.36010537
Steamcleaner,-0.026002614,-0.061251424,0.27943948,0.31615603,0.7055415,0.08185314,0.782461,0.47566214,-0.088175446,-0.15329705,-0.14923322,-0.18713145,0.38099927,-0.1451107,-0.44959444,-0.06306216
Sen'jin Shieldmasta,0.52366745,-0.6734291,0.3436888,-0.3335543,0.107261404,0.49777585,0.5184049,0.29337928,-0.2263823,0.119971156,-0.14708854,-0.39490765,0.39452118,0.37201536,0.46733037,-0.009977756
Tidal Revenant,-0.0027245686,-0.57416296,0.064790815,-0.13843797,1.8237741,-0.3845662,1.2965409,-0.15220343,-0.83583367,0.43496898,0.27403226,0.75754005,0.0015737436,-0.1252135,0.106574364,-0.32028565
Attorney-at-Maw,0.28023726,-0.547858,0.7982939,-0.4363672,0.44962123,0.3532527,0.45805714,0.5237743,-0.38718677,-0.23486885,0.15712838,-0.14084269,1.1051242,-0.29702526,0.46672323,-0.0627194
Darkfallen Shadow,-0.22911592,-0.084504,0.4105763,0.061350938,0.15001585,0.45503452,0.87389797,0.49620846,0.54502976,-0.5173453,0.49815527,-0.9519539,0.3706488,-0.57344115,0.005461563,0.11838625
Spirit Mount,1.1119128,-0.08373996,0.2702682,0.38801596,0.5117464,0.2851643,1.0386567,0.25423223,-0.24457856,0.108830966,-0.5341758,-0.49285597,-0.44005674,0.09653919,0.6940163,1.1027237
Private Eye,-0.8112289,-0.88941187,0.7813182,0.59198755,0.71697176,-0.4206365,0.61893964,-0.49943295,-0.057920426,-0.41742826,-0.85469925,-0.36800227,0.29960236,-0.61813325,0.28903162,-0.07606379
Defias Leper,-0.25673616,-0.65925825,0.1713384,-0.4513627,0.23626216,0.3759203,1.2923942,0.99069464,0.47795862,-0.530528,0.035818238,-1.3387568,-0.25545225,-0.092600495,-0.010608427,0.32671598
Blood Shard Bristleback,0.5734319,0.44479376,-0.095769055,0.2204532,-0.22174416,0.25332412,1.5454289,0.11140299,-1.4110144,-0.024611931,-0.41588613,-0.29842836,0.002889534,-0.9587387,0.15592267,0.29855916
Naga's Pride,-0.12264669,-0.76746553,-0.2670766,0.34826514,0.8896329,-0.12682243,0.12436666,-0.5743573,-0.11467031,0.51604617,0.082412705,-0.5393333,1.4511296,-0.35406372,0.16548373,0.727118
"""Sir Finley Sea Guide""",-0.19077028,-0.2514534,0.020731768,0.2883289,0.7991976,-0.08562322,0.6338898,0.3476706,-0.1858832,0.041413244,-0.09186262,-0.31125444,0.08109851,-0.42229754,-0.016136188,-0.309949
"""Kazakus Golem Shaper""",-0.06675464,0.104027346,0.6598452,0.36810738,0.43935063,0.011405371,0.67481977,-0.8118922,-0.25897327,-0.33258936,-0.02906031,-0.3724009,0.28089303,-0.5269706,0.17258583,0.20135452
Celestial Ink Set,-0.14333254,-0.48860708,0.33701435,0.7551809,0.60068595,0.700906,0.18717352,0.38119578,-0.49191234,0.6973846,-0.61140704,-0.45891258,0.23253064,-0.47110462,-0.079333484,-0.65743124
Taintheart Tormenter,0.5674306,-0.6500785,-0.34942353,-0.099172704,0.35092005,0.079473875,0.6867415,0.111579925,0.49109885,0.00879243,-0.6823587,-0.064712405,-0.07095133,-0.6850968,0.58344805,0.14598073
Lightning Storm,1.3594546,0.031815402,0.48665553,0.6633378,0.72994804,0.32704866,0.872911,0.0063197752,0.18986657,0.20442003,-0.52740335,-0.18587872,0.16011606,0.24103646,0.56338257,1.1400176
Azsharan Ritual,-0.2106085,-0.40472487,-0.064589,0.30832452,0.3136917,0.03237656,1.3404394,1.131616,-0.15015914,-0.24256301,-0.59866136,-0.3196702,0.060147975,0.13906278,-0.36594692,0.00987187
Sinstone Graveyard,-1.1188741,-0.4647063,0.9035838,0.79429525,0.6290057,0.12398231,0.5784108,0.3326123,0.12298672,-0.5344589,-1.1267865,0.22858672,0.43660563,-1.1838597,0.7703714,0.4961431
Lady Prestor,-0.5036243,-0.26890868,0.9235271,-0.8887705,0.4598625,0.27685848,0.35237378,0.4786652,-0.29017928,-0.24009812,0.08863637,-0.56700414,0.7962695,-0.8356458,0.64956355,-0.005483617
Clear Conscience,-0.04242615,-0.65149796,0.082701646,0.3002249,0.1664237,0.14219284,1.0152258,0.93735147,0.040273108,0.019773409,-0.27740118,-0.8132355,-0.18002598,0.22806354,-0.2882759,0.4808882
Patchwerk,-0.015809512,0.19550125,0.30326483,0.16123413,0.54810596,0.19489095,1.0642874,-0.09622744,0.22741096,0.10215721,0.063921355,-0.14584069,0.51538455,-0.6327046,-0.65681857,-0.11870709
Buccaneer,-0.99424464,-0.6531907,0.5294742,0.6235772,0.7834149,-0.18334648,0.72051775,-0.49484187,-0.03439596,-0.76512337,-0.7989719,-0.40815923,0.2395305,-0.5084576,0.7520357,0.112810865
Dredger Staff,-0.27832103,-0.8478675,0.35309434,-0.7619129,0.9228207,0.16221347,0.8690227,-0.05842723,-0.118300594,1.1586931,0.8398375,-0.42442986,0.18601078,0.18715195,0.12597434,0.4051409
Peon,0.2525236,0.10180037,0.48977306,0.7171765,0.54654187,0.5439041,0.69843984,0.043992616,0.43330616,0.4445447,-0.05617855,-0.29180518,0.7591614,-0.3939116,-0.38192943,-0.2867144
Gankster,0.17579678,-0.44711113,0.30924323,0.49974933,0.27600524,0.65989673,0.32634714,0.20472257,-0.31636426,0.68023354,-0.47049406,-0.5862293,0.123705946,-0.3920554,0.028188838,-0.5068049
Soothsayer's Caravan,-0.35133144,-0.45661932,-0.043591306,0.0006638,0.33843917,-0.04978243,1.3274078,0.61446977,-0.14582586,0.1936489,-0.32695472,-0.82954746,0.04105079,0.6297153,-0.14176176,0.13840704
Halkias,-0.9719818,-0.7271579,0.6096818,0.8453828,0.59927744,-0.113111496,0.8687066,-0.638906,0.18758391,-0.68367195,-0.70944667,-0.036206454,0.28125736,-0.6710472,0.55658084,0.1460705
Obsidiansmith,-0.602406,-0.13894168,-0.4224848,0.2261476,1.8775315,0.47127184,1.4399071,-0.2836451,-0.46366718,-0.30832568,0.9098575,0.47712827,0.20765582,-0.1699348,0.99449193,-0.086416006
Slimescale Diver,0.05786052,0.26415175,0.27237034,-0.010339079,0.37527293,0.6949369,1.1952516,-0.8609103,-0.38103735,0.13131317,-0.034466624,-0.13520247,-0.31280774,-0.138971,0.54116243,0.5972401
Sightless Watcher,0.9578885,-1.0869797,-0.50321263,-0.8439275,0.31214783,0.49902633,0.8161811,0.014478837,0.4887315,0.2829576,-0.5454054,-0.22125117,-0.11915937,-0.83413935,0.7774378,0.2621279
Muckborn Servant,-0.41417736,-1.0863167,-0.21891344,-0.045688633,0.4965645,2.0842566,1.2321013,-0.2519898,-0.4161172,-0.23342265,-1.0112737,0.7310116,0.49082786,0.16538167,-0.22812082,0.095370226
Parrrley,-0.6765502,-0.5573806,0.4717168,0.6301611,0.80450773,-0.2792282,0.6215415,-0.43453363,0.039288,-0.6868084,-0.87175584,-0.31714186,0.43401378,-0.62479144,0.48507565,-0.10862663
All Fel Breaks Loose,0.9925552,-1.0051584,-0.5503124,-0.09505076,0.37297645,0.019024432,0.79013294,0.16781677,0.6833367,0.44267988,-1.3016071,-0.11274002,0.067878835,-1.0991149,0.8259421,0.5692948
Harbinger of Winter,0.03935518,-0.96352404,0.4279161,0.47602463,0.25653937,0.4802629,0.987601,-0.07774112,0.40910393,-0.05223387,0.8019736,0.13106132,0.049462367,-0.98329824,-0.9249859,0.42685205
Unholy Frenzy,-0.779933,-0.40757298,0.26157013,0.3497172,-0.08254336,0.37157205,1.5245259,-0.2585029,0.60482174,0.74836206,0.68529516,0.0045532803,0.79896337,-0.29647908,-0.08760309,0.06512926
Criminal Lineup,1.0432652,0.06973075,0.64160097,1.009531,0.7756451,0.29860944,0.87671566,0.20778438,-0.024738727,0.16080946,-0.7129439,-0.29958722,0.06042873,0.06319758,1.089575,1.2839167
Void Flayer,-0.30722374,-0.45001814,-0.18596433,0.17708993,0.497755,0.06952194,1.1986703,0.93954307,-0.15232913,-0.40292343,-0.5176178,-0.71321696,-0.21885614,0.17592324,-0.29979125,0.27834642
Guard the City,0.020541897,-0.65908855,0.16802941,-0.42449424,1.8047178,-0.2176563,1.2397598,0.30107164,-0.5189118,0.3958344,0.2574229,0.5916984,-0.07869305,0.18086295,0.21858068,-0.49505717
SI:7 Operative,-0.81004137,-0.7536809,0.36072645,0.7412149,0.771646,-0.13775451,0.55945015,-0.4602731,0.05422916,-0.572891,-1.047303,-0.25511438,0.26213592,-0.5940996,0.7500381,0.14789857
Mossy Horror,0.047111925,-0.5406044,0.17172694,-0.07967303,-0.4233607,0.09650073,1.1551692,0.55037296,0.31488007,0.576692,0.13447359,-0.45506284,0.3954539,-0.08061907,0.4318192,0.5021471
Coilfang Constrictor,-0.516177,-0.19132225,-0.2268272,0.4217125,0.5678846,0.033939898,0.29910177,-0.8558714,0.039014604,-0.268234,-0.4227593,-0.48651218,0.9272485,-0.6193822,-0.08914147,0.47475782
Stormpike Marshal,-0.12736985,-0.08530795,0.11150512,-0.18729278,-0.12906729,-0.20213947,1.6007042,0.19469373,0.10656192,0.48811436,0.015671907,-0.20058686,0.33162883,0.157491,0.28050992,0.5114794
Amorphous Slime,0.9915118,-0.16861914,0.20574106,0.32927316,-0.042684,-0.5256608,1.86511,0.085155986,-1.3774198,0.17833151,-0.092402026,-0.1695092,-0.03720843,-1.0294678,0.7663247,0.6073365
Arcane Intellect,0.121881075,-0.6461362,0.2799489,0.85205287,0.72676164,0.8455313,0.12012474,0.19609196,-0.6088203,0.64044815,-0.08145086,-0.9069776,-0.022708014,-0.7162078,-0.045166336,-0.63052726
Prismatic Elemental,0.006513717,-0.48890874,0.32578516,0.7339394,0.7896794,0.87380874,0.08588467,0.2594432,-0.40923995,0.622935,-0.06766654,-0.82191265,-0.009805923,-0.96055186,0.04853808,-0.5398397
Imp Gang Boss,0.12104474,-0.02033551,0.5388583,-0.5643401,-0.53775215,0.34924543,1.5538977,-0.9243908,-1.5207506,0.52109087,-0.30023247,-0.621648,0.33551574,-1.0210983,-0.096513,0.8198468
King Krush,-0.12483395,-0.5321329,-0.5016564,0.11788476,1.0347109,0.07407378,0.18132101,-0.3352001,-0.33193046,0.36038834,0.14755444,-0.7340823,1.3190908,-0.39976385,-0.17301945,1.085369
Castle Kennels,-0.42441928,-0.3335788,-0.6468298,0.24168354,0.75624955,0.29708838,0.56878436,-0.8105797,-0.4360988,0.7627357,-0.2502473,-1.1745156,1.4741697,0.19534889,-0.1728755,0.9393673
Ice Barrier,0.23700233,-0.88001776,0.4232318,1.1328977,0.29966748,0.6497728,0.16630334,0.088695906,-0.6677789,0.976304,-0.5660361,-0.9384524,0.12062156,-0.64766,-0.18877023,-0.6470927
Amber Whelp,-0.46106744,-0.8248582,-0.05465802,-0.13653494,0.41779816,1.2182453,1.1969411,-0.33998856,-0.5757867,-0.0021422426,-0.40422982,0.6860887,0.32775414,0.3944963,-0.4875701,-0.14349955
Deepwater Evoker,-0.22293846,-0.14145169,0.5331996,0.66428614,0.6513872,1.0003982,0.11019126,0.6558561,-0.41410986,0.7452456,-0.17148857,-0.27147505,0.33995736,-1.0399288,-0.02835529,0.0035182084
Xhilag of the Abyss,0.8397746,-1.1433992,-0.5414121,-0.37933502,0.4348151,-0.13703187,1.1076844,0.013238569,0.8433434,0.15913239,-0.9038337,-0.042898823,-0.11695324,-1.510557,0.44783214,0.18643887
Bonecaller,-0.44138816,-0.4726113,-0.06459136,-0.3902201,0.5222054,0.112136826,1.2203918,0.9779091,-0.078023575,-0.44615334,-0.25805187,-1.1386663,-0.23696025,-0.14862566,-0.2633247,0.22083217
Swashburglar,-0.78815275,-0.48076004,0.3889162,0.63497615,0.7262576,-0.18998522,0.7255703,-0.600738,-0.0206099,-0.63814026,-0.72864044,-0.32597727,0.3801403,-0.51427394,0.5670398,-0.22915725
Thori'belore,-0.19695453,-1.027861,0.18405715,-0.71493,1.7155575,0.25723165,1.0559806,-0.68116564,-0.45502368,1.51232,0.57885176,-0.08554781,-0.27444193,-0.14294118,0.31624374,0.09557545
Snapdragon,-0.342167,-0.40464157,-0.072620906,0.39715207,0.18796498,0.7752122,0.29540125,-0.6227683,-0.53746766,0.42024046,-0.25084302,-0.12660207,0.51938635,-0.26082996,-0.3300704,0.022336084
Windchill,1.2985584,-0.066744044,0.8150681,0.99979484,1.030864,0.21499574,1.0143176,-0.20333384,-0.14403602,0.14365594,-0.57357836,-0.67057484,-0.43358704,0.06805588,0.9403731,1.2884321
Crabatoa,-0.7446068,-0.6819268,0.7081511,0.60939,0.69859344,-0.36274147,0.6035885,-0.38426512,0.06942951,-0.4511796,-0.95885855,-0.45362636,0.27890918,-0.67868805,0.43267637,0.052326746
