card_id,card_name,class, mana, attack, health, durability, armor, text
69539,Kobold Geomancer,NEUTRAL, 2, 2, 2, , , <b>Spell Damage +1</b>
65597,Blackwater Cutlass,ROGUE, 1, 2, , 2, , <b>Tradeable</b> After you <b>Trade</b> this, reduce the Cost of a spell in your hand by (1).
75583,Neptulon the Tidehunter,NEUTRAL, 10, 7, 7, , , <b>Colossal +2</b>, <b>Rush</b>, <b>Windfury</b> Whenever Neptulon attacks, if you control any Hands, they attack instead.
73459,Axe Berserker,WARRIOR, 4, 3, 5, , , <b>Rush</b>. <b>Honorable Kill:</b> Draw a weapon.
67760,Dreadlich Tamsin,WARLOCK, 6, , 30, , 5, <b>Battlecry:</b> Deal 3 damage to all minions. Shuffle 3 Rifts into your deck. Draw 3 cards.
84354,Frozen Touch,MAGE, 2, , , , , Deal 3 damage. <b>Infuse ( ):</b> Add a Frozen Touch to your hand.
69537,Raid Leader,NEUTRAL, 3, 2, 3, , , Your other minions have +1 Attack.
77562,Nightshade Bud,DRUID, 8, , , , , <b>Choose One - </b><b>Discover</b> a minion from your deck to summon; or a spell to cast.
82067,Bone Breaker,DEATHKNIGHT, 1, 2, , 2, , After your hero attacks a minion, deal 2 damage to the enemy hero.
77679,Topior the Shrubbagazzor,DRUID, 7, 5, 5, , , <b>Battlecry:</b> For the rest of the game, after you cast a Nature spell, summon a 3/3 Whelp with <b>Rush</b>.
84291,Sunfire Smithing,WARRIOR, 4, , , , , Equip a 4/2 Sword. Give a random minion in your hand +4/+2.
71917,Murkwater Scribe,NEUTRAL, 2, 3, 2, , , <b>Battlecry:</b> The next spell you play costs (1) less.
66870,Nozdormu the Eternal,NEUTRAL, 7, 8, 8, , , <b>Start of Game:</b> If this is in BOTH players' decks, turns are only 15 seconds long.
69665,Loot Hoarder,NEUTRAL, 2, 2, 1, , , <b>Deathrattle:</b> Draw a card.
63334,Serpentbloom,HUNTER, 0, , , , , Give a friendly Beast <b>Poisonous</b>.
64724,City Architect,NEUTRAL, 6, 4, 4, , , <b>Battlecry:</b> Summon two 0/5 Castle Walls with <b>Taunt</b>.
62586,Kargal Battlescar,NEUTRAL, 7, 5, 5, , , <b>Battlecry:</b> Summon a 5/5 Lookout for each Watch Post you've summoned this game.
69660,Youthful Brewmaster,NEUTRAL, 2, 3, 2, , , <b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.
69625,Lightning Bolt,SHAMAN, 1, , , , , Deal 3 damage. <b>Overload:</b> (1)
87285,Suspicious Peddler,WARLOCK, 2, 2, 3, , , <b>Battlecry:</b> <b>Discover</b> a 1-Cost card. If your opponent guesses your choice, they get a copy.
70247,Frostsaber Matriarch,DRUID, 7, 4, 5, , , <b>Taunt</b>. Costs (1) less for each Beast you've summoned this game.
72120,Blackscale Brute,WARRIOR, 7, 5, 6, , , <b>Taunt</b>. <b>Battlecry:</b> If you have a weapon equipped, summon a 5/6 Naga with <b>Rush</b>.
72212,Azsharan Sentinel,NEUTRAL, 5, 5, 6, , , <b>Taunt</b>. <b>Deathrattle:</b> Put a 'Sunken Sentinel' on the bottom of your deck.
64708,Florist,NEUTRAL, 7, 4, 4, , , At the end of your turn, reduce the Cost of a random minion in your hand by (7).
66887,Popsicooler,NEUTRAL, 3, 3, 3, , , <b>Deathrattle:</b> <b>Freeze</b> two random enemy minions.
78144,Order in the Court,PALADIN, 2, , , , , Reorder your deck from highest Cost to lowest Cost. Draw a card.
86234,Earthen Scales,DRUID, 2, , , , , Give a friendly minion +1/+1, then gain Armor equal to its Attack.
86732,Overseer Frigidara,DEATHKNIGHT, 6, 3, 6, , , <b>Battlecry:</b> Draw 2 spells. If they're both Frost spells, deal 2 damage to all enemies.
64430,First Flame,MAGE, 1, , , , , Deal 2 damage to a minion. Add a Second Flame to your hand.
65603,Doggie Biscuit,HUNTER, 2, , , , , <b>Tradeable</b> Give a minion +2/+3. After you <b>Trade</b> this, give a friendly minion <b>Rush</b>.
72533,Swiftscale Trickster,ROGUE, 4, 2, 2, , , <b>Battlecry:</b> Your next spell this turn costs (0).
73712,Dozing Kelpkeeper,DRUID, 1, 4, 4, , , <b>Rush</b>. Starts <b>Dormant</b>. After you've cast 5 Mana worth of spells, awaken.
77311,Imbued Axe,WARRIOR, 3, 2, , 3, , After your hero attacks, give your damaged minions +1/+2. <b>Infuse ( ):</b> +2/+2 instead.
86572,Tenacious San'layn,NEUTRAL, 5, 4, 6, , , <b>Lifesteal</b> Whenever this attacks, deal 2 damage to the enemy hero.
67243,Ice Trap,HUNTER, 2, , , , , <b>Secret:</b> When your opponent casts a spell, return it to their hand instead. It costs (1) more.
78607,Infected Peasant,NEUTRAL, 2, 2, 1, , , <b>Deathrattle:</b> Summon a 2/2 Undead Peasant.
76281,Voidwalker,WARLOCK, 4, , , , , Deal 3 damage. Summon two 1/3 Voidwalkers with <b>Taunt</b>.
63464,Cleric of An'she,PRIEST, 1, 1, 2, , , <b>Battlecry:</b> If you've restored Health this turn, <b>Discover</b> a spell from your deck.
73442,Dragged Below,WARLOCK, 3, , , , , Deal 4 damage to a minion. Give your opponent an Abyssal Curse.
63188,Xyrella,PRIEST, 4, 4, 4, , , <b>Battlecry:</b> If you've restored Health this turn, deal that much damage to all enemy minions.
71694,Multi-Strike,DEMONHUNTER, 2, , , , , Give your hero +2 Attack this turn. They may attack an additional enemy minion.
64277,Harbor Scamp,WARRIOR, 2, 2, 2, , , <b>Battlecry:</b> Draw a Pirate.
69717,Explosive Sheep,NEUTRAL, 2, 1, 1, , , <b>Deathrattle:</b> Deal 2 damage to all minions.
63192,Soul Rend,WARLOCK, 4, , , , , Deal 5 damage to all minions. Destroy a card in your deck for each killed.
66953,Wildheart Guff,DRUID, 5, , 30, , 5, <b>Battlecry:</b> Set your maximum Mana to 20. Gain an empty Mana Crystal. Draw a card.
84428,Arcane Defenders,MAGE, 8, , , , , Summon two 5/6 Golems with <b>Taunt</b> and "Can't be targeted by spells or Hero Powers."
70025,Bless,PRIEST, 2, , , , , Give a minion +2 Health, then set its Attack to be equal to its Health.
85048,Infectious Ghoul,NEUTRAL, 5, 5, 4, , , <b>Deathrattle:</b> Give a random friendly minion "<b>Deathrattle:</b> Summon an Infectious Ghoul."
69565,Elven Archer,NEUTRAL, 1, 1, 1, , , <b>Battlecry:</b> Deal 1 damage.
80644,Alexandros Mograine,DEATHKNIGHT, 7, 7, 7, , , <b>Battlecry:</b> For the rest of the game, deal 3 damage to your opponent at the end of your turns.
70395,Wildpaw Gnoll,ROGUE, 5, 3, 5, , , <b>Rush</b> Costs (1) less for each non-Rogue Class card added to your hand this game.
63701,Stonemaul Anchorman,WARRIOR, 5, 4, 6, , , <b>Rush</b> <b>Frenzy:</b> Draw a card.
86132,Rotgill,SHAMAN, 5, 3, 6, , , <b>Battlecry:</b> Give your other minions "<b>Deathrattle:</b> Give your minions +1/+1."
78393,Elitist Snob,PALADIN, 5, 3, 4, , , <b>Battlecry:</b> For each Paladin card in your hand, randomly gain <b>Divine Shield</b>, <b>Lifesteal</b>, <b>Rush</b>, or <b>Taunt</b>.
62890,Wicked Stab (Rank 1),ROGUE, 2, , , , , Deal 2 damage. <i>(Upgrades when you have 5 Mana.)</i>
63062,Wildfire,MAGE, 1, , , , , Your Hero Power deals 1 more damage this game.
72111,Azsharan Vessel,ROGUE, 5, , , , , Summon two 3/3 Pirates with <b>Stealth</b>. Put a 'Sunken Vessel' on the bottom of your deck.
64396,Felgorger,DEMONHUNTER, 4, 4, 3, , , <b>Battlecry:</b> Draw a Fel spell. Reduce its Cost by (2).
63553,Oasis Ally,MAGE, 3, , , , , <b>Secret:</b> When a friendly minion is attacked, summon a 3/6 Water Elemental.
63229,Tuskpiercer,DEMONHUNTER, 1, 1, , 2, , <b>Deathrattle:</b> Draw a <b>Deathrattle</b> minion.
76322,Sea Giant,NEUTRAL, 10, 8, 8, , , Costs (1) less for each other minion on the battlefield.
84232,Fierce Outsider,DEMONHUNTER, 1, 2, 1, , , <b>Rush</b> <b>Outcast:</b> Your next <b>Outcast</b> card costs (1) less.
76984,"Theotar, the Mad Duke",NEUTRAL, 6, 4, 4, , , <b>Battlecry:</b> <b>Discover</b> a card in each player's hand and swap them.
63358,Shroud of Concealment,ROGUE, 3, , , , , Draw 2 minions. Any played this turn gain <b>Stealth</b> for 1 turn.
69509,Holy Smite,PRIEST, 1, , , , , Deal 3 damage to a minion.
73068,Ini Stormcoil,NEUTRAL, 5, 4, 4, , , <b>Battlecry:</b> Choose a friendly Mech. Summon a copy of it with <b>Rush</b>, <b>Windfury</b>, and <b>Divine Shield</b>.
63682,Fury (Rank 1),DEMONHUNTER, 1, , , , , Give your hero +2 Attack this turn. <i>(Upgrades when you have 5 Mana.)</i>
64388,Vibrant Squirrel,DRUID, 1, 2, 1, , , <b>Deathrattle:</b> Shuffle 4 Acorns into your deck. When drawn, summon a 2/1 Squirrel.
80663,Vicious Bloodworm,DEATHKNIGHT, 2, 3, 2, , , <b>Battlecry:</b> Give a minion in your hand Attack equal to this minion's Attack.
63007,Kolkar Pack Runner,HUNTER, 2, 2, 3, , , After you cast a spell, summon a 1/1 Hyena with <b>Rush</b>.
84244,Vengeful Walloper,DEMONHUNTER, 7, 5, 5, , , <b>Rush</b>. Costs (1) less for each <b>Outcast</b> card you've played this game.
66876,"Rokara, the Valorous",WARRIOR, 7, , 30, , 10, <b>Battlecry:</b> Equip a 5/2 Unstoppable Force.
79480,Lord Marrowgar,DEATHKNIGHT, 8, 9, 7, , , <b>Battlecry:</b> Raise ALL of your <b>Corpses</b> as 1/1 Risen Golems with <b>Rush</b>. For each that can't fit, give one +2/+2.
70244,Abominable Lieutenant,NEUTRAL, 8, 3, 5, , , At the end of your turn, eat a random enemy minion and gain its stats.
77296,Conqueror's Banner,WARRIOR, 2, , , , , Reveal a card from each player's deck, three times. Draw any of yours that cost more.
63057,Refreshing Spring Water,MAGE, 5, , , , , Draw 2 cards. Refresh 2 Mana Crystals for each spell drawn.
86626,Astalor Bloodsworn,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> Add Astalor, the Protector to your hand. <b>Manathirst ( ):</b> Deal 2 damage.
86570,Trinket Tracker,HUNTER, 1, 1, 1, , , <b>Battlecry:</b> Draw a 1-Cost spell.
62921,Judgment of Justice,PALADIN, 1, , , , , <b>Secret:</b> When an enemy minion attacks, set its Attack and Health to 1.
86595,Nofin's Imp-ossible,WARLOCK, 2, , , , , Give all friendly Demons and Murlocs "<b>Deathrattle:</b> Summon a 2/2 Imploc."
64394,Sigil of Alacrity,DEMONHUNTER, 1, , , , , At the start of your next turn, draw a card and reduce its Cost by (1).
79546,Soul Seeker,NEUTRAL, 5, 3, 3, , , <b>Battlecry:</b> Swap this with a random minion from your opponent's deck.
78641,Noxious Cadaver,DEATHKNIGHT, 1, 1, 2, , , <b>Battlecry</b>: Deal 2 damage to an enemy and your hero.
63167,Death Speaker Blackthorn,DEMONHUNTER, 7, 3, 6, , , <b>Battlecry:</b> Summon 3 <b>Deathrattle</b> minions that cost (5) or less from your deck.
76308,Metamorphosis,DEMONHUNTER, 4, , , , , Swap your Hero Power to "Deal 4 damage." After 2 uses, swap it back.
80820,Corpse Bride,DEATHKNIGHT, 5, 4, 4, , , <b>Battlecry:</b> Spend up to 10 <b>Corpses</b>. Summon a Risen Groom with stats equal to the amount spent.
63064,Mordresh Fire Eye,MAGE, 8, 8, 8, , , <b>Battlecry:</b> If you've dealt 10 damage with your Hero Power this game, deal 10 damage to all enemies. <i>( left!)</i> <i>(Ready!)</i>
81206,Blood Boil,DEATHKNIGHT, 5, , , , , <b>Lifesteal</b> Infect all enemy minions. At the end of your turns, they take 2 damage.
67825,Tamsin's Phylactery,WARLOCK, 4, , , , , <b>Discover</b> a friendly <b>Deathrattle</b> minion that died this game. Give your minions its <b>Deathrattle</b>.
67574,Bloodseeker,HUNTER, 2, 2, , 2, , <b>Honorable Kill:</b> Gain +1/+1.
78469,Relic of Extinction,DEMONHUNTER, 1, , , , , Deal damage to a random enemy minion, twice. Improve your future Relics.
76277,Radiant Elemental,PRIEST, 2, 2, 3, , , Your spells cost (1) less.
69691,Quick Shot,HUNTER, 2, , , , , Deal 3 damage. If your hand is empty, draw a card.
79549,Sightless Magistrate,DEMONHUNTER, 4, 5, 4, , , <b>Battlecry:</b> Both players draw until they have 5 cards.
77208,Cutlass Courier,ROGUE, 3, 2, 5, , , After your hero attacks, draw a Pirate.
73436,Sira'kess Cultist,WARLOCK, 3, 3, 4, , , <b>Battlecry:</b> Give your opponent an Abyssal Curse.
69530,Blessing of Kings,PALADIN, 4, , , , , Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>
70260,Hold the Bridge,PALADIN, 3, , , , , Give a minion +2/+1 and <b>Divine Shield</b>. It gains <b>Lifesteal</b> until end of turn.
72480,Bootstrap Sunkeneer,ROGUE, 5, 4, 4, , , <b>Combo:</b> Put an enemy minion on the bottom of your opponent's deck.
65656,Heavy Plate,WARRIOR, 3, , , , , <b>Tradeable</b> Gain 8 Armor.
80085,Tomb Guardians,DEATHKNIGHT, 4, , , , , Summon two 2/2 Zombies with <b>Taunt</b>. Spend 4 <b>Corpses</b> to give them <b>Reborn</b>.
62485,Talented Arcanist,NEUTRAL, 2, 1, 3, , , <b>Battlecry:</b> Your next spell this turn has <b>Spell Damage +2</b>.
72508,Scalding Geyser,SHAMAN, 1, , , , , Deal 2 damage. <b>Dredge</b>.
82116,Rime Sculptor,DEATHKNIGHT, 5, 4, 3, , , <b>Battlecry:</b> Summon two 2/1 Rime Elementals with "<b>Deathrattle:</b> Deal 2 damage to a random enemy."
64278,Cargo Guard,WARRIOR, 3, 2, 4, , , At the end of your turn, gain 3 Armor.
70202,Reconnaissance,ROGUE, 2, , , , , <b>Discover</b> a <b>Deathrattle</b> minion from another class. It costs (2) less.
65606,Hullbreaker,WARLOCK, 4, 4, 3, , , <b>Battlecry and Deathrattle:</b> Draw a spell. Your hero takes damage equal to its Cost.
71242,Raid Negotiator,DRUID, 4, 3, 4, , , <b>Battlecry:</b> <b>Discover</b> a <b>Choose One</b> card. It has both effects combined.
69689,Pounce,DRUID, 0, , , , , Give your hero +2 Attack this turn.
72423,Radiance of Azshara,SHAMAN, 3, 3, 4, , , <b>Fire Spell Damage +2</b> Your Nature spells cost (1) less. After you cast a Frost spell, gain 3 Armor.
80090,The Scourge,DEATHKNIGHT, 9, , , , , Fill your board with random Undead.
77609,Commander Sivara,MAGE, 4, 3, 5, , , <b>Battlecry:</b> If you've cast three spells while holding this, add those spells back to your hand. <i>( left!)</i> <i>(Ready!)</i>
69704,Avenge,PALADIN, 1, , , , , <b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.
64722,Nobleman,NEUTRAL, 3, 2, 3, , , <b>Battlecry:</b> Create a Golden copy of a random card in your hand.
62587,Blademaster Samuro,NEUTRAL, 4, 1, 6, , , <b>Rush</b> <b>Frenzy:</b> Deal damage equal to this minion's Attack to all enemy minions.
84296,Blazing Power,WARRIOR, 2, , , , , Give a minion +1/+1. Repeat for each damaged friendly character.
84239,Wretched Exile,DEMONHUNTER, 2, 2, 3, , , After you play an <b>Outcast</b> card, add a random <b>Outcast</b> card to your hand.
84209,Deathweaver Aura,SHAMAN, 2, , , , , Give a minion "<b>Deathrattle:</b> Summon two 3/2 Zombies." <b>Overload:</b> (1)
63130,Bulk Up,WARRIOR, 2, , , , , Give a random <b>Taunt</b> minion in your hand +1/+1 and copy it.
84229,Scourge Troll,SHAMAN, 1, 1, 3, , , <b>Deathrattles</b> given to this minion trigger twice.
84857,High Cultist Basaleph,PRIEST, 5, 3, 5, , , <b>Battlecry:</b> Resurrect all friendly Undead that died after your last turn.
78335,Plagued Grain,DEATHKNIGHT, 1, , , , , Gain 4 <b>Corpses</b>. Shuffle four Crates into your deck that summon a 2/2 Undead when drawn.
84267,Soul Barrage,WARLOCK, 5, , , , , When you play or discard this, deal 6 damage randomly split among all enemies.
64434,Ignite,MAGE, 2, , , , , Deal damage. Shuffle an Ignite into your deck that deals one more damage.
78085,Divine Toll,PALADIN, 7, , , , , Shoot 5 rays at random minions. They give friendly minions +2/+2, and deal 2 damage to enemy minions.
64525,Noble Mount,PALADIN, 2, , , , , G ive a minion +1/+1 and <b>Divine Shield</b>. When it dies, summon a Warhorse.
79486,Anonymous Informant,NEUTRAL, 2, 2, 3, , , <b>Battlecry:</b> The next <b>Secret</b> you play costs (0).
69551,Hex,SHAMAN, 3, , , , , Transform a minion into a 0/1 Frog with <b>Taunt</b>.
66288,Investment Opportunity,SHAMAN, 1, , , , , Draw an <b>Overload</b> card.
78342,Anti-Magic Shell,DEATHKNIGHT, 3, , , , , Give your minions +1/+1 and "Can't be targeted by spells or Hero Powers."
62750,Pack Kodo,HUNTER, 3, 3, 3, , , <b>Battlecry:</b> <b>Discover</b> a Beast, <b>Secret</b>, or weapon.
70265,Stonehearth Vindicator,PALADIN, 3, 3, 1, , , <b>Battlecry:</b> Draw a spell that costs (3) or less. It costs (0) this turn.
67874,Arcane Brilliance,MAGE, 4, , , , , Add a copy of a 7, 8, 9, and 10-Cost spell in your deck to your hand.
65645,"Edwin, Defias Kingpin",ROGUE, 4, 4, 4, , , <b>Battlecry:</b> Draw a card. If you play it this turn, gain +2/+2 and repeat this effect.
70243,Grimtotem Bounty Hunter,NEUTRAL, 3, 4, 2, , , <b>Battlecry:</b> Destroy an enemy <b>Legendary</b> minion.
82269,Bonedigger Geist,DEATHKNIGHT, 2, 2, 2, , , <b>Battlecry:</b> Spend a <b>Corpse</b> to gain +1/+2.
78375,Ashen Elemental,NEUTRAL, 3, 2, 4, , , <b>Battlecry:</b> Whenever your opponent draws a card next turn, they take 2 damage.
84248,Walking Dead,WARLOCK, 3, 2, 5, , , <b>Taunt</b> If you discard this minion, summon it.
77491,Maze Guide,NEUTRAL, 2, 1, 1, , , <b>Battlecry</b>: Summon a random 2-Cost minion.
64013,Counterfeit Blade,ROGUE, 4, 4, , 2, , <b>Battlecry:</b> Gain a random friendly <b>Deathrattle</b> that triggered this game.
78125,Kryxis the Voracious,DEMONHUNTER, 4, 7, 7, , , <b>Battlecry</b>: Discard your hand. <b>Deathrattle:</b> Draw 3 cards.
76296,Houndmaster Shaw,HUNTER, 4, 3, 6, , , Your other minions have <b>Rush</b>.
65044,Devouring Swarm,HUNTER, 0, , , , , Choose an enemy minion. Your minions attack it, then return any that die to your hand.
79147,Vile Library,WARLOCK, 2, , 2, , , Give a friendly minion +1/+1 for each Imp you control.
64712,Northshire Farmer,NEUTRAL, 3, 3, 3, , , <b>Battlecry:</b> Choose a friendly Beast. Shuffle three 3/3 copies into your deck.
76306,Flash of Light,PALADIN, 2, , , , , Restore 4 Health. Draw a card.
67778,Bearon Gla'shear,SHAMAN, 7, 6, 6, , , <b>Battlecry:</b> For each Frost spell you've cast this game, summon a 3/4 Elemental that <b>Freezes</b>. <i>( )</i>
64714,Royal Librarian,NEUTRAL, 4, 4, 4, , , <b>Tradeable</b> <b>Battlecry:</b> <b>Silence</b> a minion.
64395,Persistent Peddler,DEMONHUNTER, 4, 4, 3, , , <b>Tradeable</b> <b>Deathrattle:</b> Summon a Persistent Peddler from your deck.
72594,Lady Ashvane,WARRIOR, 5, 5, 5, , , <b>Battlecry:</b> Give all weapons in your hand, deck, and battlefield +1/+1.
72588,From the Depths,WARRIOR, 3, , , , , Reduce the Cost of the bottom five cards in your deck by (2), then <b>Dredge</b>.
84370,Arms Dealer,NEUTRAL, 1, 1, 2, , , After you summon an Undead, give it +1 Attack.
62583,Far Watch Post,NEUTRAL, 2, 2, 3, , , Can't attack. After your opponent draws a card, it costs (1) more <i>(up to 10)</i>.
77558,Necrolord Draka,ROGUE, 5, 3, 4, , , <b>Battlecry:</b> Equip a /3 Dagger. <i>(+1 Attack for each other card you played this turn!)</i>
64893,Bloodbound Imp,WARLOCK, 2, 2, 5, , , Whenever this attacks, deal 2 damage to your hero.
86228,The Sunwell,NEUTRAL, 9, , , , , Fill your hand with random spells. Costs (1) less for each other card in your hand.
86534,Lightbomb,PRIEST, 6, , , , , Deal damage to each minion equal to its Attack.
72483,Whispers of the Deep,PRIEST, 1, , , , , <b>Silence</b> a friendly minion, then deal damage equal to its Attack randomly split among all enemy minions.
79532,Stoneborn General,NEUTRAL, 10, 8, 8, , , <b>Rush</b> <b>Deathrattle:</b> Summon an 8/8 Gravewing with <b>Rush</b>.
72484,Handmaiden,PRIEST, 3, 3, 2, , , <b>Battlecry:</b> If you've cast three spells while holding this, draw 3 cards. <i>( left!)</i> <i>(Ready!)</i>
80647,Chillfallen Baron,DEATHKNIGHT, 3, 2, 2, , , <b>Battlecry and Deathrattle:</b> Draw a card.
78371,Chatty Bartender,MAGE, 4, 4, 4, , , At the end of your turn, if you control a <b>Secret</b>, deal 2 damage to all enemies.
86672,Felscale Evoker,DEMONHUNTER, 6, 3, 7, , , <b>Battlecry:</b> If you've cast three spells while holding this, summon a different Demon from your deck. <i>( left!)</i> <i>(Ready!)</i>
63114,Mark of the Spikeshell,DRUID, 2, , , , , Give a minion +2/+2. If it has <b>Taunt</b>, add a copy of it to your hand.
69718,Annoy-o-Tron,NEUTRAL, 2, 1, 2, , , <b>Taunt</b> <b>Divine Shield</b>
76291,Ancient of Lore,DRUID, 7, 7, 7, , , <b>Choose One -</b> Draw 2 cards; or Restore 7 Health.
74652,Twin-fin Fin Twin,NEUTRAL, 3, 2, 1, , , <b>Rush</b>. <b>Battlecry:</b> Summon a copy of this.
62875,Devouring Plague,PRIEST, 3, , , , , <b>Lifesteal</b>. Deal 4 damage randomly split among all enemy minions.
67192,Glaciate,SHAMAN, 6, , , , , <b>Discover</b> an 8-Cost minion. Summon and <b>Freeze</b> it.
69735,Drain Soul,WARLOCK, 2, , , , , <b>Lifesteal</b> Deal 3 damage to a minion.
67803,Beaststalker Tavish,HUNTER, 6, , 30, , 5, <b>Battlecry:</b> <b>Discover</b> and cast 2 Improved <b>Secrets</b>.
64236,Sow the Soil,DRUID, 1, , , , , <b>Choose One</b> - Give your minions +1 Attack; or Summon a 2/2 Treant.
84245,Souleater's Scythe,DEMONHUNTER, 4, 4, , 2, , <b>Start of Game:</b> Consume 3 different minions in your deck. Leave behind Souls that <b>Discover</b> them.
62926,Sword of the Fallen,PALADIN, 2, 1, , 2, , After your hero attacks, cast a <b>Secret</b> from your deck.
71688,Naval Mine,NEUTRAL, 2, 0, 2, , , <b>Deathrattle:</b> Deal 4 damage to the enemy hero.
64900,The Demon Seed,WARLOCK, 1, , , , , <b>Questline:</b> Take 10 damage on your turns. <b>Reward:</b> <b>Lifesteal</b>. Deal 3 damage to the enemy hero.
63069,Nofin Can Stop Us,SHAMAN, 3, , , , , Give your minions +1/+1. Give your Murlocs an extra +1/+1.
84586,Grave Digging,PRIEST, 4, , , , , Draw 2 cards. Costs (1) if a friendly Undead died after your last turn.
69556,Whirlwind,WARRIOR, 1, , , , , Deal 1 damage to ALL minions.
71293,Smokescreen,ROGUE, 8, , , , , Draw 5 cards. Trigger any <b>Deathrattles</b> drawn.
66861,Thrive in the Shadows,PRIEST, 2, , , , , <b>Discover</b> a spell from your deck.
70400,Stormpike Quartermaster,NEUTRAL, 2, 2, 2, , , After you cast a spell, give a random minion in your hand +1/+1.
78352,Army of the Dead,DEATHKNIGHT, 5, , , , , Raise up to 5 <b>Corpses</b> as 2/2 Risen Ghouls with <b>Rush</b>.
79598,Prosecutor Mel'tranix,DEMONHUNTER, 4, 2, 6, , , <b>Battlecry:</b> Your opponent can only play their left- and right-most cards on their next turn.
63821,Entrapped Sorceress,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> If you control a <b>Quest</b>, <b>Discover</b> a spell.
62698,Selective Breeder,HUNTER, 2, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a copy of a Beast in your deck.
69590,Feast of Souls,DEMONHUNTER, 1, , , , , Draw a card for each friendly minion that died this turn.
70104,Stormpike Battle Ram,HUNTER, 4, 4, 3, , , <b>Rush</b> <b>Deathrattle:</b> Your next Beast costs (2) less.
73443,Chum Bucket,WARLOCK, 2, , , , , Give all Murlocs in your hand +1/+1. Repeat for each Murloc you control.
69519,Hellfire,WARLOCK, 3, , , , , Deal 3 damage to ALL characters.
64197,Blacksmithing Hammer,WARRIOR, 4, 5, , 1, , <b>Tradeable</b> After you <b>Trade</b> this, gain +2 Durability.
90850,Vrykul Necrolyte,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> Give a friendly minion "<b>Deathrattle:</b> Summon a 2/2 Zombie with <b>Rush</b>."
80537,Scourge Rager,NEUTRAL, 3, 5, 4, , , <b>Reborn</b> <b>Battlecry:</b> Die.
69635,Twisting Nether,WARLOCK, 8, , , , , Destroy all minions.
80641,Graveyard Shift,DEATHKNIGHT, 3, , , , , Summon two 1/1 Zombies with <b>Reborn</b>.
86731,Thassarian,DEATHKNIGHT, 4, 3, 3, , , <b>Reborn</b> <b>Battlecry and Deathrattle:</b> Deal 2 damage to a random enemy.
76300,Marked Shot,HUNTER, 4, , , , , Deal 4 damage to a minion. <b>Discover</b> a spell.
72984,Predation,DEMONHUNTER, 2, , , , , Deal 2 damage. Costs (0) if you played a Naga while holding this.
63021,Thorngrowth Sentries,DRUID, 2, , , , , Summon two 1/2 Turtles with <b>Taunt</b>.
64897,Demonic Assault,WARLOCK, 4, , , , , Deal 3 damage. Summon two 1/3 Voidwalkers with <b>Taunt</b>.
78412,Spirit Poacher,HUNTER, 2, 2, 2, , , <b>Battlecry:</b> Summon a random <b>Dormant</b> Wildseed.
64372,Peasant,NEUTRAL, 2, 2, 1, , , <b>Deathrattle:</b> Summon a 2/2 Undead Peasant.
84383,Rotten Rodent,ROGUE, 2, 2, 1, , , <b>Battlecry:</b> Reduce the Cost of all <b>Deathrattle</b> cards in your deck by (1).
64201,Oracle of Elune,DRUID, 3, 2, 4, , , After you play a minion that costs (2) or less, summon a copy of it.
65601,Defias Blastfisher,HUNTER, 5, 3, 2, , , <b>Battlecry:</b> Deal 2 damage to a random enemy. Repeat for each of your Beasts.
85046,Crypt Keeper,DRUID, 8, 4, 6, , , <b>Taunt</b>. Costs (1) less for each Armor you have.
78355,Frostwyrm's Fury,DEATHKNIGHT, 7, , , , , Deal 5 damage. <b>Freeze</b> all enemy minions. Summon a 5/5 Frostwyrm.
84749,Feast and Famine,PALADIN, 1, , , , , Give your hero +3 Attack this turn. <b>Manathirst (4):</b> And <b>Lifesteal</b>.
77488,Incarceration,DRUID, 3, , , , , Choose a minion. It goes <b>Dormant</b> for 3 turns.
64523,City Tax,PALADIN, 2, , , , , <b>Tradeable</b> <b>Lifesteal</b>. Deal 1 damage to all enemy minions.
84260,"Felerin, the Forgotten",DEMONHUNTER, 4, 3, 3, , , <b>Battlecry:</b> Add a random <b>Outcast</b> card to the left and right sides of your hand. They cost (2) less.
72336,Azsharan Gardens,DRUID, 1, , , , , Give all minions in your hand +1/+1. Put a 'Sunken Gardens' on the bottom of your deck.
86660,Goldwing,PALADIN, 4, 3, 5, , , <b>Rush</b> <b>Battlecry:</b> If you're holding a Mech, gain <b>Windfury</b>.
71251,Shoulder Check,WARRIOR, 1, , , , , <b>Tradeable</b> Give a minion +2/+1 and <b>Rush</b>.
78338,Horn of Winter,DEATHKNIGHT, 0, , , , , Refresh 2 Mana Crystals.
63509,Spawnpool Forager,SHAMAN, 1, 1, 2, , , <b>Deathrattle:</b> Summon a 1/1 Tinyfin.
69612,Aldor Peacekeeper,PALADIN, 3, 3, 3, , , <b>Battlecry:</b> Change an enemy minion's Attack to 1.
86539,Tess Greymane,ROGUE, 7, 6, 6, , , <b>Battlecry:</b> Replay every card from another class you've played this game <i>(targets chosen randomly)</i>.
